UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Quality Prediction,Quality Status,Quality Confidence,Anomaly,Failure Probability,Risk Level,Maintenance Recommendation,AI Recommendation,Priority,Overall Status,Human Decision,Approval Time,Approved By,AI Overall Risk,Maintenance Probability,Case ID
6220.0,H35633,H,301.1,310.6,1407,43.9,111,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06220
6221.0,L53400,L,301.1,310.8,1470,49.3,116,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06221
6222.0,M21081,M,301.2,310.9,1359,50.8,118,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06222
6223.0,H35636,H,301.1,310.8,1792,25.8,121,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06223
6224.0,M21083,M,301.1,310.9,1552,37.9,126,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06224
6225.0,L53404,L,301.2,311.0,1612,32.9,129,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06225
6226.0,M21085,M,301.2,311.0,1424,41.4,131,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06226
6227.0,H35640,H,301.3,311.0,1341,59.3,134,0.0,No Failure,0.0,Good,0.96,Normal,0.03,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06227
6228.0,L53407,L,301.2,310.8,1479,38.2,139,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06228
6229.0,L53408,L,301.2,310.9,1413,50.1,141,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06229
6230.0,L53409,L,301.3,310.9,2165,17.4,143,0.0,No Failure,0.0,Good,1.0,Anomaly,0.0,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06230
6231.0,M21090,M,301.3,311.0,1641,33.0,145,0.0,No Failure,0.0,Good,0.98,Normal,0.02,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06231
6232.0,M21091,M,301.3,311.0,1495,40.8,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06232
6233.0,L53412,L,301.3,311.0,1576,30.4,151,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06233
6234.0,L53413,L,301.2,310.9,1467,37.1,153,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06234
6235.0,L53414,L,301.2,310.8,1479,41.2,155,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06235
6236.0,L53415,L,301.3,310.9,1596,33.9,157,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06236
6237.0,M21096,M,301.3,310.9,1512,36.9,159,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06237
6238.0,L53417,L,301.4,310.9,1414,38.8,162,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06238
6239.0,L53418,L,301.3,310.8,1390,57.4,164,0.0,No Failure,0.0,Good,0.93,Normal,0.08,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06239
6240.0,L53419,L,301.2,310.7,1644,31.6,166,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06240
6241.0,M21100,M,301.2,310.7,1394,42.8,168,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06241
6242.0,L53421,L,301.1,310.5,1324,52.4,171,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06242
6243.0,L53422,L,301.0,310.4,1476,43.6,173,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06243
6244.0,L53423,L,301.0,310.4,2204,16.6,175,0.0,No Failure,0.0,Good,1.0,Anomaly,0.0,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06244
6245.0,M21104,M,301.0,310.4,1665,30.9,177,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06245
6246.0,L53425,L,300.9,310.4,1445,41.7,180,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06246
6247.0,H35660,H,300.8,310.3,1457,46.8,182,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06247
6248.0,L53427,L,300.8,310.2,1492,46.3,187,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06248
6249.0,L53428,L,300.8,310.1,1405,61.2,189,1.0,Power Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06249
6250.0,L53429,L,300.7,310.1,1542,35.5,191,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06250
6251.0,L53430,L,300.8,310.2,1520,37.7,193,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06251
6252.0,M21111,M,300.8,310.2,1598,36.5,195,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06252
6253.0,L53432,L,300.8,310.3,1538,36.1,198,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06253
6254.0,L53433,L,300.9,310.4,1615,30.9,200,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06254
6255.0,L53434,L,301.0,310.5,1408,47.0,202,0.0,No Failure,0.0,Good,0.98,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06255
6256.0,L53435,L,301.0,310.5,1379,57.3,204,1.0,Overstrain Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06256
6257.0,L53436,L,301.0,310.6,1493,37.8,206,1.0,Tool Wear Failure,1.0,Defective,1.0,Normal,1.0,High,Immediate inspection recommended,HIGH PRIORITY: Hold defective product and perform immediate machine inspection,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06257
6258.0,L53437,L,301.1,310.7,1376,49.1,0,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06258
6259.0,M21118,M,301.1,310.7,1583,40.7,2,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06259
6260.0,M21119,M,301.2,310.8,1396,47.4,5,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06260
6261.0,L53440,L,301.1,310.7,1436,45.3,8,0.0,No Failure,0.0,Good,0.99,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06261
6262.0,L53441,L,301.1,310.6,1417,47.6,10,0.0,No Failure,0.0,Good,1.0,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06262
6263.0,L53442,L,301.0,310.6,1641,33.4,12,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06263
6264.0,M21123,M,301.0,310.6,1698,27.3,14,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06264
6265.0,L53444,L,300.9,310.4,1541,39.1,17,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06265
6266.0,L53445,L,300.8,310.3,1383,46.6,19,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06266
6267.0,L53446,L,300.8,310.4,1368,46.8,21,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06267
6268.0,L53447,L,300.8,310.4,1570,35.2,23,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06268
6269.0,L53448,L,300.9,310.5,1616,33.5,25,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06269
6270.0,M21129,M,300.9,310.5,1444,43.2,27,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06270
6271.0,L53450,L,300.9,310.4,2021,18.8,30,0.0,No Failure,0.0,Good,1.0,Anomaly,0.0,Low,Continue normal operation,ANOMALY ALERT: Investigate abnormal machine behavior,High,ATTENTION REQUIRED,Pending Human Review,,,,,CASE-06271
6272.0,M21131,M,300.9,310.5,1702,29.3,32,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06272
6273.0,M21132,M,301.1,310.6,1429,52.7,35,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06273
6274.0,L53453,L,301.2,310.8,1711,28.9,38,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06274
6275.0,M21134,M,301.2,310.7,1543,32.9,40,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06275
6276.0,L53455,L,301.3,310.8,1628,32.2,43,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06276
6277.0,L53456,L,301.2,310.8,1233,64.6,45,0.0,No Failure,0.0,Good,0.58,Normal,0.415,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-06277
6278.0,L53457,L,301.2,310.8,1461,40.6,47,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06278
6279.0,L53458,L,301.2,310.7,1568,38.3,49,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06279
6280.0,L53459,L,301.3,310.8,1432,54.4,51,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06280
6281.0,M21140,M,301.2,310.7,1527,41.1,53,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06281
6282.0,M21141,M,301.3,310.8,1455,41.2,56,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06282
6283.0,M21142,M,301.3,310.8,1418,45.4,59,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06283
6284.0,L53463,L,301.3,310.8,1719,29.5,62,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06284
6285.0,M21144,M,301.2,310.8,1734,31.3,64,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06285
6286.0,M21145,M,301.2,310.7,1426,46.1,67,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06286
6287.0,L53466,L,301.1,310.6,1611,35.2,70,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06287
6288.0,M21147,M,301.1,310.6,1479,41.1,72,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06288
6289.0,L53468,L,301.0,310.5,1317,50.9,75,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06289
6290.0,L53469,L,301.0,310.5,1248,61.4,77,0.0,No Failure,0.0,Good,0.95,Normal,0.055,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06290
6291.0,L53470,L,301.0,310.5,1932,21.7,79,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06291
6292.0,M21151,M,301.1,310.5,1547,35.8,81,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06292
6293.0,L53472,L,301.0,310.4,1614,31.6,84,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06293
6294.0,H35707,H,301.0,310.4,1512,44.9,86,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06294
6295.0,L53474,L,301.1,310.5,1529,38.7,91,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06295
6296.0,H35709,H,301.1,310.6,1782,24.9,93,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06296
6297.0,L53476,L,301.0,310.5,1429,39.4,98,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06297
6298.0,M21157,M,301.1,310.5,1309,60.7,100,0.0,No Failure,0.0,Good,0.98,Normal,0.025,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06298
6299.0,L53478,L,301.1,310.5,1428,44.1,103,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06299
6300.0,L53479,L,301.2,310.6,1385,49.2,105,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06300
6301.0,L53480,L,301.2,310.7,1517,39.4,107,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06301
6302.0,M21161,M,301.2,310.6,1576,39.6,109,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06302
6303.0,L53482,L,301.2,310.6,1437,51.2,112,0.0,No Failure,0.0,Good,0.98,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06303
6304.0,H35717,H,301.2,310.6,1457,50.5,114,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06304
6305.0,L53484,L,301.1,310.5,1532,37.5,119,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06305
6306.0,M21165,M,301.1,310.5,1603,32.6,121,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06306
6307.0,L53486,L,301.0,310.4,1563,34.4,124,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06307
6308.0,L53487,L,301.0,310.3,1617,34.5,126,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06308
6309.0,M21168,M,300.8,310.1,1686,26.9,128,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06309
6310.0,L53489,L,300.9,310.2,1382,50.4,131,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06310
6311.0,L53490,L,300.9,310.1,2090,17.8,133,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06311
6312.0,L53491,L,300.9,310.3,1446,44.5,135,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06312
6313.0,M21172,M,300.9,310.2,1533,38.1,137,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06313
6314.0,L53493,L,300.9,310.3,1440,47.6,140,0.0,No Failure,0.0,Good,0.99,Normal,0.01,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06314
6315.0,M21174,M,301.0,310.4,1793,25.0,142,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06315
6316.0,M21175,M,301.0,310.4,1517,46.1,145,0.0,No Failure,0.0,Good,1.0,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06316
6317.0,L53496,L,300.9,310.4,1544,36.0,148,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06317
6318.0,L53497,L,300.9,310.3,1321,48.8,150,0.0,No Failure,0.0,Good,0.99,Normal,0.005,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06318
6319.0,M21178,M,300.9,310.3,1416,50.9,152,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06319
6320.0,L53499,L,300.8,310.2,1514,40.0,155,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06320
6321.0,M21180,M,300.8,310.2,1304,52.5,157,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06321
6322.0,L53501,L,300.7,310.2,1286,64.9,160,0.0,No Failure,0.0,Good,0.64,Normal,0.355,Medium,Schedule maintenance inspection,MAINTENANCE NOTICE: Schedule preventive maintenance,Medium,MONITOR,Pending,,,,,CASE-06322
6323.0,M21182,M,300.7,310.1,1483,40.2,162,0.0,No Failure,0.0,Good,1.0,Normal,0.0,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06323
6324.0,L53503,L,300.7,310.1,1351,46.9,165,0.0,No Failure,0.0,Good,0.98,Normal,0.015,Low,Continue normal operation,NORMAL: Continue operation and monitor machine,Low,NORMAL,Pending,,,,,CASE-06324
